ip,time,day,traffic,type,id
115.193.172.253,10/Nov/2016:00:01:06 +0800,10,72,video,3078
14.154.180.16,10/Nov/2016:00:01:06 +0800,10,54,video,9886
49.4.156.97,10/Nov/2016:00:01:06 +0800,10,54,video,5914
101.81.50.177,10/Nov/2016:00:01:06 +0800,10,54,video,828
223.104.25.65,10/Nov/2016:00:01:06 +0800,10,54,video,9101
58.20.14.170,10/Nov/2016:00:01:06 +0800,10,347,video,5683
117.173.0.113,10/Nov/2016:00:01:06 +0800,10,305,video,8135
116.22.196.231,10/Nov/2016:00:01:06 +0800,10,54,video,6711
58.20.14.170,10/Nov/2016:00:01:06 +0800,10,66,video,5683
101.200.101.13,10/Nov/2016:00:01:06 +0800,10,524288,video,11938
106.37.127.231,10/Nov/2016:00:01:06 +0800,10,6412,video,8199
115.193.172.253,10/Nov/2016:00:01:06 +0800,10,395,video,3078
101.200.101.9,10/Nov/2016:00:01:06 +0800,10,524288,video,6139
58.20.14.170,10/Nov/2016:00:01:06 +0800,10,1201,video,5683
120.27.173.217,10/Nov/2016:00:01:06 +0800,10,4468,article,1167
220.191.6.44,10/Nov/2016:00:01:06 +0800,10,6323,video,1101
117.173.0.113,10/Nov/2016:00:01:06 +0800,10,72,video,8135
101.200.101.13,10/Nov/2016:00:01:06 +0800,10,524288,video,11938
112.5.237.224,10/Nov/2016:00:01:06 +0800,10,54,video,12478
106.37.127.231,10/Nov/2016:00:01:06 +0800,10,72,video,8199
115.193.172.253,10/Nov/2016:00:01:06 +0800,10,4496,video,3078
117.164.191.130,10/Nov/2016:00:01:06 +0800,10,54,video,6556
49.81.162.183,10/Nov/2016:00:01:06 +0800,10,67,video,1816
115.183.25.238,10/Nov/2016:00:01:06 +0800,10,54,video,5139
124.64.76.206,10/Nov/2016:00:01:06 +0800,10,54,video,3475
120.198.231.152,10/Nov/2016:00:01:06 +0800,10,54,video,8652
180.102.115.191,10/Nov/2016:00:01:06 +0800,10,54,video,10077
117.173.0.113,10/Nov/2016:00:01:06 +0800,10,2614,video,8135
223.93.140.242,10/Nov/2016:00:01:07 +0800,10,67,video,2147
115.193.172.253,10/Nov/2016:00:01:07 +0800,10,301,video,3078
113.105.128.252,10/Nov/2016:00:01:07 +0800,10,54,video,1671
117.173.0.113,10/Nov/2016:00:01:07 +0800,10,6784,video,8135
42.243.125.117,10/Nov/2016:00:01:07 +0800,10,54,video,8864
117.173.0.113,10/Nov/2016:00:01:07 +0800,10,572,video,8135
106.37.127.231,10/Nov/2016:00:01:07 +0800,10,6412,video,8199
112.87.108.52,10/Nov/2016:00:01:07 +0800,10,54,video,8671
120.85.202.68,10/Nov/2016:00:01:07 +0800,10,54,video,3096
115.193.172.253,10/Nov/2016:00:01:07 +0800,10,6589,video,3078
117.173.0.113,10/Nov/2016:00:01:07 +0800,10,72,video,8135
115.193.172.253,10/Nov/2016:00:01:07 +0800,10,72,video,3078
218.75.34.250,10/Nov/2016:00:01:07 +0800,10,54,video,9103
115.193.172.253,10/Nov/2016:00:01:07 +0800,10,6589,video,3078
58.20.14.170,10/Nov/2016:00:01:07 +0800,10,5485,video,5683
175.9.181.138,10/Nov/2016:00:01:07 +0800,10,67,video,2877
58.20.14.170,10/Nov/2016:00:01:07 +0800,10,72,video,5683
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,3561,video,5683
114.42.37.247,10/Nov/2016:00:01:08 +0800,10,54,video,6492
14.145.74.175,10/Nov/2016:00:01:08 +0800,10,72,video,678
36.46.203.138,10/Nov/2016:00:01:08 +0800,10,54,video,2633
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,2230,video,5683
101.200.101.207,10/Nov/2016:00:01:08 +0800,10,4468,article,11325
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,2195,video,5683
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,3388,video,5683
124.225.62.61,10/Nov/2016:00:01:08 +0800,10,54,video,9704
117.173.0.113,10/Nov/2016:00:01:08 +0800,10,6784,video,8135
121.33.168.58,10/Nov/2016:00:01:08 +0800,10,67,video,1803
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,324,video,5683
222.70.27.27,10/Nov/2016:00:01:08 +0800,10,67,video,4877
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,347,video,5683
58.20.14.170,10/Nov/2016:00:01:08 +0800,10,348,video,5683
106.37.127.231,10/Nov/2016:00:01:08 +0800,10,72,video,8199
111.201.78.80,10/Nov/2016:00:01:08 +0800,10,54,video,2544
119.139.136.103,10/Nov/2016:00:01:08 +0800,10,54,video,4831
61.51.82.242,10/Nov/2016:00:01:09 +0800,10,67,video,8792
120.85.77.238,10/Nov/2016:00:01:09 +0800,10,54,video,7624
113.200.27.28,10/Nov/2016:00:01:09 +0800,10,54,video,2427
61.242.42.35,10/Nov/2016:00:01:09 +0800,10,54,video,4736
211.97.105.190,10/Nov/2016:00:01:09 +0800,10,141,video,13003
49.52.99.46,10/Nov/2016:00:01:09 +0800,10,54,video,2168
106.120.213.44,10/Nov/2016:00:01:09 +0800,10,54,video,7533
121.35.180.159,10/Nov/2016:00:01:09 +0800,10,54,video,9808
119.131.106.128,10/Nov/2016:00:01:09 +0800,10,54,video,8378
180.170.100.94,10/Nov/2016:00:01:09 +0800,10,67,video,1412
59.42.128.119,10/Nov/2016:00:01:09 +0800,10,54,video,5539
218.106.145.12,10/Nov/2016:00:01:09 +0800,10,67,video,9447
183.166.10.212,10/Nov/2016:00:01:09 +0800,10,54,video,5867
121.69.41.98,10/Nov/2016:00:01:09 +0800,10,54,video,2710
211.157.164.39,10/Nov/2016:00:01:09 +0800,10,54,video,1667
115.198.204.33,10/Nov/2016:00:01:10 +0800,10,54,video,2929
180.156.241.168,10/Nov/2016:00:01:10 +0800,10,54,video,3208
39.182.64.209,10/Nov/2016:00:01:10 +0800,10,54,video,3221
218.76.42.130,10/Nov/2016:00:01:10 +0800,10,54,video,11561
183.157.162.62,10/Nov/2016:00:01:10 +0800,10,54,video,9319
218.17.207.61,10/Nov/2016:00:01:10 +0800,10,54,video,8711
122.233.75.87,10/Nov/2016:00:01:10 +0800,10,54,video,5475
101.200.101.204,10/Nov/2016:00:01:10 +0800,10,4468,article,11325
183.39.154.199,10/Nov/2016:00:01:10 +0800,10,141,video,13097
122.96.31.8,10/Nov/2016:00:01:10 +0800,10,54,video,13097
182.150.161.68,10/Nov/2016:00:01:10 +0800,10,54,video,3725
117.174.26.224,10/Nov/2016:00:01:10 +0800,10,54,video,4525
59.172.176.158,10/Nov/2016:00:01:10 +0800,10,67,video,4030
221.221.55.197,10/Nov/2016:00:01:11 +0800,10,54,video,3734
39.186.247.142,10/Nov/2016:00:01:11 +0800,10,72,video,3237
140.207.223.189,10/Nov/2016:00:01:11 +0800,10,54,video,13192
120.52.92.2,10/Nov/2016:00:01:11 +0800,10,67,video,12342
219.73.46.243,10/Nov/2016:00:01:11 +0800,10,54,video,4547
115.193.172.253,10/Nov/2016:00:01:11 +0800,10,6589,video,3078
183.39.154.199,10/Nov/2016:00:01:11 +0800,10,67,video,13097
27.38.115.174,10/Nov/2016:00:01:11 +0800,10,54,video,4519
183.14.120.94,10/Nov/2016:00:01:11 +0800,10,54,video,12344
183.63.102.133,10/Nov/2016:00:01:11 +0800,10,54,video,5139
106.185.43.251,10/Nov/2016:00:01:11 +0800,10,54,video,11950
27.47.233.232,10/Nov/2016:00:01:11 +0800,10,54,video,889
110.52.221.73,10/Nov/2016:00:01:11 +0800,10,54,video,2212
112.64.61.162,10/Nov/2016:00:01:11 +0800,10,54,video,2872
222.210.3.220,10/Nov/2016:00:01:11 +0800,10,54,video,5986
121.33.48.151,10/Nov/2016:00:01:11 +0800,10,54,video,4932
36.110.49.98,10/Nov/2016:00:01:11 +0800,10,54,video,4188
183.17.254.189,10/Nov/2016:00:01:12 +0800,10,54,video,371
113.66.21.10,10/Nov/2016:00:01:12 +0800,10,54,video,11447
119.122.183.89,10/Nov/2016:00:01:12 +0800,10,72,video,3244
1.84.205.195,10/Nov/2016:00:01:12 +0800,10,54,video,1412
222.74.205.119,10/Nov/2016:00:01:12 +0800,10,54,video,2316
122.234.60.39,10/Nov/2016:00:01:12 +0800,10,54,video,11549
113.204.170.2,10/Nov/2016:00:01:12 +0800,10,67,video,2163
220.181.38.111,10/Nov/2016:00:01:12 +0800,10,54,video,3735
218.6.242.42,10/Nov/2016:00:01:12 +0800,10,54,video,10694
123.117.40.2,10/Nov/2016:00:01:12 +0800,10,54,video,13311
183.17.235.181,10/Nov/2016:00:01:13 +0800,10,54,video,12466
118.26.11.9,10/Nov/2016:00:01:13 +0800,10,68,video,10688
112.192.207.41,10/Nov/2016:00:01:13 +0800,10,54,video,12302
58.20.14.170,10/Nov/2016:00:01:13 +0800,10,72,video,5683
125.124.158.86,10/Nov/2016:00:01:13 +0800,10,67,video,2863
116.3.7.232,10/Nov/2016:00:01:13 +0800,10,54,video,9028
116.231.194.12,10/Nov/2016:00:01:13 +0800,10,72,video,2469
139.196.128.78,10/Nov/2016:00:01:13 +0800,10,524288,video,9478
125.120.150.55,10/Nov/2016:00:01:13 +0800,10,67,video,9902
122.225.227.162,10/Nov/2016:00:01:13 +0800,10,54,video,10683
119.131.143.179,10/Nov/2016:00:01:13 +0800,10,141,video,2401
58.250.245.239,10/Nov/2016:00:01:13 +0800,10,54,video,10750
117.151.49.48,10/Nov/2016:00:01:13 +0800,10,54,video,3399
58.20.14.170,10/Nov/2016:00:01:13 +0800,10,6417,video,5683
112.86.38.76,10/Nov/2016:00:01:13 +0800,10,54,video,2926
113.140.11.123,10/Nov/2016:00:01:13 +0800,10,54,video,1803
140.205.253.132,10/Nov/2016:00:01:13 +0800,10,524288,video,7557
58.243.193.233,10/Nov/2016:00:01:14 +0800,10,54,video,6468
182.84.104.185,10/Nov/2016:00:01:14 +0800,10,54,video,5170
113.65.125.190,10/Nov/2016:00:01:14 +0800,10,54,video,8602
118.207.107.228,10/Nov/2016:00:01:14 +0800,10,67,video,4962
183.17.254.189,10/Nov/2016:00:01:14 +0800,10,6637,video,371
223.104.11.225,10/Nov/2016:00:01:14 +0800,10,54,video,889
183.6.25.202,10/Nov/2016:00:01:14 +0800,10,54,video,13044
124.78.41.245,10/Nov/2016:00:01:14 +0800,10,54,video,13010
210.30.193.153,10/Nov/2016:00:01:14 +0800,10,67,video,3521
218.18.125.103,10/Nov/2016:00:01:14 +0800,10,54,video,12344
59.63.249.151,10/Nov/2016:00:01:14 +0800,10,54,video,633
119.225.142.2,10/Nov/2016:00:01:14 +0800,10,54,video,4345
139.196.128.67,10/Nov/2016:00:01:14 +0800,10,524288,video,13109
125.94.93.221,10/Nov/2016:00:01:14 +0800,10,72,video,4441
113.66.254.162,10/Nov/2016:00:01:14 +0800,10,54,video,5915
120.41.28.17,10/Nov/2016:00:01:14 +0800,10,67,video,13277
1.192.25.84,10/Nov/2016:00:01:14 +0800,10,54,video,5551
119.136.147.91,10/Nov/2016:00:01:14 +0800,10,54,video,7740
113.120.48.150,10/Nov/2016:00:01:14 +0800,10,67,video,2869
116.236.162.66,10/Nov/2016:00:01:14 +0800,10,54,video,8880
139.196.128.67,10/Nov/2016:00:01:14 +0800,10,524288,video,13109
124.200.190.34,10/Nov/2016:00:01:15 +0800,10,54,video,9025
223.93.140.242,10/Nov/2016:00:01:15 +0800,10,67,video,9905
36.33.5.19,10/Nov/2016:00:01:15 +0800,10,54,video,12504
223.20.138.152,10/Nov/2016:00:01:15 +0800,10,54,video,1818
115.192.189.58,10/Nov/2016:00:01:15 +0800,10,54,video,9904
124.200.190.34,10/Nov/2016:00:01:15 +0800,10,67,video,9022
59.47.8.126,10/Nov/2016:00:01:15 +0800,10,54,video,4526
163.125.235.161,10/Nov/2016:00:01:15 +0800,10,54,video,11257
60.22.87.125,10/Nov/2016:00:01:15 +0800,10,72,video,1336
116.231.133.23,10/Nov/2016:00:01:15 +0800,10,67,video,11822
116.19.167.208,10/Nov/2016:00:01:15 +0800,10,54,video,7550
124.200.190.34,10/Nov/2016:00:01:15 +0800,10,67,video,9025
120.198.231.151,10/Nov/2016:00:01:15 +0800,10,54,video,2544
101.81.225.61,10/Nov/2016:00:01:15 +0800,10,54,video,12479
60.191.99.129,10/Nov/2016:00:01:15 +0800,10,54,video,6000
113.119.8.170,10/Nov/2016:00:01:15 +0800,10,54,video,11820
219.82.203.225,10/Nov/2016:00:01:15 +0800,10,54,video,2183
183.39.154.199,10/Nov/2016:00:01:15 +0800,10,67,video,13097
58.213.93.130,10/Nov/2016:00:01:15 +0800,10,67,video,775
183.39.154.199,10/Nov/2016:00:01:15 +0800,10,6195,video,13097
116.231.194.12,10/Nov/2016:00:01:15 +0800,10,54,video,2469
120.198.231.154,10/Nov/2016:00:01:15 +0800,10,54,video,902
120.193.5.12,10/Nov/2016:00:01:15 +0800,10,54,video,11620
14.106.225.10,10/Nov/2016:00:01:16 +0800,10,54,video,7623
106.89.87.107,10/Nov/2016:00:01:16 +0800,10,54,video,2523
113.71.152.167,10/Nov/2016:00:01:16 +0800,10,54,video,2492
112.86.205.25,10/Nov/2016:00:01:16 +0800,10,54,video,2499
49.4.161.46,10/Nov/2016:00:01:16 +0800,10,54,video,12396
218.88.46.108,10/Nov/2016:00:01:16 +0800,10,54,video,12576
122.191.204.232,10/Nov/2016:00:01:16 +0800,10,54,video,6074
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,2959,video,13098
58.22.61.92,10/Nov/2016:00:01:16 +0800,10,54,video,3727
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,348,video,13098
183.63.97.232,10/Nov/2016:00:01:16 +0800,10,54,video,7557
39.179.202.119,10/Nov/2016:00:01:16 +0800,10,67,video,1546
14.23.9.50,10/Nov/2016:00:01:16 +0800,10,54,video,5118
221.221.148.132,10/Nov/2016:00:01:16 +0800,10,1041,video,13153
128.250.0.113,10/Nov/2016:00:01:16 +0800,10,68,video,6584
110.179.148.54,10/Nov/2016:00:01:16 +0800,10,54,video,11698
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,2027,video,13098
221.221.148.132,10/Nov/2016:00:01:16 +0800,10,3991,video,13153
58.60.6.23,10/Nov/2016:00:01:16 +0800,10,54,video,2257
210.30.100.2,10/Nov/2016:00:01:16 +0800,10,68,video,11551
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,72,video,13098
111.0.200.141,10/Nov/2016:00:01:16 +0800,10,67,video,3400
183.228.49.158,10/Nov/2016:00:01:16 +0800,10,54,video,9633
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,74,video,13098
221.221.148.132,10/Nov/2016:00:01:16 +0800,10,2700,video,13153
183.60.175.193,10/Nov/2016:00:01:16 +0800,10,54,video,1805
183.39.154.199,10/Nov/2016:00:01:16 +0800,10,348,video,13098
119.131.143.179,10/Nov/2016:00:01:16 +0800,10,67,video,2401
113.118.96.208,10/Nov/2016:00:01:16 +0800,10,54,video,9022
221.130.253.135,10/Nov/2016:00:01:16 +0800,10,67,video,12302
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,2804,video,13098
119.131.143.179,10/Nov/2016:00:01:17 +0800,10,9035,video,2401
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,324,video,13098
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,185,video,13098
118.249.208.191,10/Nov/2016:00:01:17 +0800,10,8589,video,12831
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,106,video,13098
117.32.216.53,10/Nov/2016:00:01:17 +0800,10,54,video,3326
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,6195,video,13098
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,4941,video,13098
119.131.143.179,10/Nov/2016:00:01:17 +0800,10,2959,video,2402
183.16.11.146,10/Nov/2016:00:01:17 +0800,10,54,video,7226
183.24.141.90,10/Nov/2016:00:01:17 +0800,10,54,video,7214
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,72,video,13098
119.131.143.179,10/Nov/2016:00:01:17 +0800,10,354,video,2402
118.249.208.191,10/Nov/2016:00:01:17 +0800,10,8589,video,12831
183.39.154.199,10/Nov/2016:00:01:17 +0800,10,66,video,13098
119.131.143.179,10/Nov/2016:00:01:17 +0800,10,1422,video,2402
115.60.82.2,10/Nov/2016:00:01:17 +0800,10,54,video,12572
101.40.215.190,10/Nov/2016:00:01:17 +0800,10,54,video,4906
114.91.111.210,10/Nov/2016:00:01:18 +0800,10,54,video,696
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,17707,video,2402
183.39.154.199,10/Nov/2016:00:01:18 +0800,10,4947,video,13098
101.227.12.253,10/Nov/2016:00:01:18 +0800,10,54,video,5646
223.74.37.85,10/Nov/2016:00:01:18 +0800,10,54,video,5694
61.148.244.107,10/Nov/2016:00:01:18 +0800,10,54,video,4825
125.119.38.58,10/Nov/2016:00:01:18 +0800,10,54,video,12560
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,2635,video,2402
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,4471,video,2402
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,66,video,2402
58.20.14.170,10/Nov/2016:00:01:18 +0800,10,6417,video,5683
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,354,video,2402
111.137.134.93,10/Nov/2016:00:01:18 +0800,10,7233,video,2752
58.242.129.249,10/Nov/2016:00:01:18 +0800,10,54,video,7228
58.250.176.134,10/Nov/2016:00:01:18 +0800,10,54,video,9214
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,72,video,2402
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,4373,video,2402
1.203.177.243,10/Nov/2016:00:01:18 +0800,10,6050,video,7361
119.131.143.179,10/Nov/2016:00:01:18 +0800,10,1081,video,2402
183.39.54.240,10/Nov/2016:00:01:18 +0800,10,54,video,13263
119.131.143.179,10/Nov/2016:00:01:19 +0800,10,329,video,2402
59.53.31.168,10/Nov/2016:00:01:19 +0800,10,54,video,9495
36.33.5.19,10/Nov/2016:00:01:19 +0800,10,6833,video,12504
119.131.143.179,10/Nov/2016:00:01:19 +0800,10,390,video,2402
1.203.177.243,10/Nov/2016:00:01:19 +0800,10,72,video,7361
60.186.195.123,10/Nov/2016:00:01:19 +0800,10,54,video,3653
115.156.237.9,10/Nov/2016:00:01:19 +0800,10,67,video,8746
125.120.150.55,10/Nov/2016:00:01:19 +0800,10,54,video,2450
106.37.179.179,10/Nov/2016:00:01:19 +0800,10,54,video,1430
123.112.21.116,10/Nov/2016:00:01:19 +0800,10,54,video,4441
221.221.148.132,10/Nov/2016:00:01:19 +0800,10,72,video,13153
122.71.75.164,10/Nov/2016:00:01:19 +0800,10,141,video,3354
119.131.143.179,10/Nov/2016:00:01:19 +0800,10,9035,video,2402
221.221.148.132,10/Nov/2016:00:01:19 +0800,10,319,video,13153
106.38.51.208,10/Nov/2016:00:01:19 +0800,10,54,video,3720
221.221.148.132,10/Nov/2016:00:01:19 +0800,10,3991,video,13153
71.17.103.212,10/Nov/2016:00:01:19 +0800,10,67,video,7075
183.228.51.173,10/Nov/2016:00:01:19 +0800,10,54,video,12484
42.236.157.243,10/Nov/2016:00:01:19 +0800,10,54,video,10694
124.133.245.246,10/Nov/2016:00:01:19 +0800,10,67,video,10681
125.77.188.210,10/Nov/2016:00:01:19 +0800,10,54,video,9356
110.184.220.157,10/Nov/2016:00:01:19 +0800,10,54,video,10427
139.196.128.65,10/Nov/2016:00:01:19 +0800,10,524288,video,7974
221.221.148.132,10/Nov/2016:00:01:19 +0800,10,6287,video,13153
119.131.143.179,10/Nov/2016:00:01:19 +0800,10,72,video,2402
