ip,time,day,traffic,type,id
120.1.177.245,10/Nov/2016:00:01:20 +0800,10,67,video,3723
183.39.154.199,10/Nov/2016:00:01:20 +0800,10,6195,video,13098
120.52.94.104,10/Nov/2016:00:01:20 +0800,10,54,video,8217
221.221.148.132,10/Nov/2016:00:01:20 +0800,10,349,video,13153
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,66,video,1336
121.35.185.119,10/Nov/2016:00:01:20 +0800,10,68,video,6161
61.173.68.158,10/Nov/2016:00:01:20 +0800,10,54,video,12534
221.221.148.132,10/Nov/2016:00:01:20 +0800,10,2256,video,13153
125.91.244.214,10/Nov/2016:00:01:20 +0800,10,54,video,1416
117.35.88.30,10/Nov/2016:00:01:20 +0800,10,54,video,5926
14.23.136.224,10/Nov/2016:00:01:20 +0800,10,67,video,2316
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,1416,video,1336
221.221.148.132,10/Nov/2016:00:01:20 +0800,10,72,video,13153
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,4192,video,1336
124.65.98.198,10/Nov/2016:00:01:20 +0800,10,54,video,9887
219.157.250.14,10/Nov/2016:00:01:20 +0800,10,54,video,1328
221.221.148.132,10/Nov/2016:00:01:20 +0800,10,74,video,13153
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,72,video,1336
61.190.33.6,10/Nov/2016:00:01:20 +0800,10,67,video,2858
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,4418,video,1336
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,678,video,1336
101.95.153.34,10/Nov/2016:00:01:20 +0800,10,54,video,1716
112.93.198.226,10/Nov/2016:00:01:20 +0800,10,54,video,3520
125.118.5.247,10/Nov/2016:00:01:20 +0800,10,54,video,1990
117.89.227.188,10/Nov/2016:00:01:20 +0800,10,2263,video,1336
1.194.144.222,10/Nov/2016:00:01:20 +0800,10,54,video,3589
114.249.202.36,10/Nov/2016:00:01:20 +0800,10,67,video,12505
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,67,video,3354
117.89.227.188,10/Nov/2016:00:01:21 +0800,10,328,video,1336
116.19.167.230,10/Nov/2016:00:01:21 +0800,10,54,video,2004
110.184.67.238,10/Nov/2016:00:01:21 +0800,10,54,video,5539
223.80.97.99,10/Nov/2016:00:01:21 +0800,10,67,video,5553
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,7766,video,3354
117.89.227.188,10/Nov/2016:00:01:21 +0800,10,2227,video,1336
125.88.24.35,10/Nov/2016:00:01:21 +0800,10,54,video,1901
112.115.177.220,10/Nov/2016:00:01:21 +0800,10,54,video,4285
117.89.227.188,10/Nov/2016:00:01:21 +0800,10,306,video,1336
222.240.165.84,10/Nov/2016:00:01:21 +0800,10,54,video,3520
222.131.22.52,10/Nov/2016:00:01:21 +0800,10,67,video,2789
122.234.60.39,10/Nov/2016:00:01:21 +0800,10,8443,video,8837
124.205.212.177,10/Nov/2016:00:01:21 +0800,10,54,video,10505
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,2958,video,3369
210.12.48.132,10/Nov/2016:00:01:21 +0800,10,54,video,11822
61.183.118.241,10/Nov/2016:00:01:21 +0800,10,54,video,7682
117.89.227.188,10/Nov/2016:00:01:21 +0800,10,313,video,1336
183.128.108.110,10/Nov/2016:00:01:21 +0800,10,54,video,1778
218.18.157.66,10/Nov/2016:00:01:21 +0800,10,297,video,3659
121.207.180.238,10/Nov/2016:00:01:21 +0800,10,54,video,2685
14.23.183.93,10/Nov/2016:00:01:21 +0800,10,54,video,8925
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,358,video,3369
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,66,video,3369
59.46.181.226,10/Nov/2016:00:01:21 +0800,10,54,video,2469
49.74.38.249,10/Nov/2016:00:01:21 +0800,10,141,video,634
115.220.63.20,10/Nov/2016:00:01:21 +0800,10,54,video,4375
124.90.145.106,10/Nov/2016:00:01:21 +0800,10,54,video,5691
122.71.75.164,10/Nov/2016:00:01:21 +0800,10,1214,video,3369
117.89.227.188,10/Nov/2016:00:01:21 +0800,10,6665,video,1336
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,2345,video,3369
58.217.139.123,10/Nov/2016:00:01:22 +0800,10,54,video,12701
218.18.157.66,10/Nov/2016:00:01:22 +0800,10,2345,video,3659
221.234.230.60,10/Nov/2016:00:01:22 +0800,10,54,video,9088
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,358,video,3369
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,4004,video,3369
117.89.227.188,10/Nov/2016:00:01:22 +0800,10,72,video,1336
218.18.157.66,10/Nov/2016:00:01:22 +0800,10,297,video,3659
36.57.168.12,10/Nov/2016:00:01:22 +0800,10,54,video,7557
117.172.25.86,10/Nov/2016:00:01:22 +0800,10,54,video,6694
125.90.50.60,10/Nov/2016:00:01:22 +0800,10,54,video,3151
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,2535,video,3369
117.100.121.159,10/Nov/2016:00:01:22 +0800,10,54,video,6711
114.249.199.177,10/Nov/2016:00:01:22 +0800,10,54,video,11551
218.18.157.66,10/Nov/2016:00:01:22 +0800,10,308,video,3659
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,1650,video,3369
121.33.51.254,10/Nov/2016:00:01:22 +0800,10,54,video,6512
182.100.20.75,10/Nov/2016:00:01:22 +0800,10,54,video,3244
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,328,video,3369
27.41.88.229,10/Nov/2016:00:01:22 +0800,10,54,video,2911
123.118.216.81,10/Nov/2016:00:01:22 +0800,10,54,video,6421
1.203.177.243,10/Nov/2016:00:01:22 +0800,10,6050,video,7361
122.71.75.164,10/Nov/2016:00:01:22 +0800,10,72,video,3369
218.18.157.66,10/Nov/2016:00:01:22 +0800,10,448,video,3659
122.71.75.164,10/Nov/2016:00:01:23 +0800,10,742,video,3369
117.169.140.25,10/Nov/2016:00:01:23 +0800,10,54,video,1412
122.71.75.164,10/Nov/2016:00:01:23 +0800,10,4481,video,3369
218.18.157.66,10/Nov/2016:00:01:23 +0800,10,1884,video,3659
122.71.75.164,10/Nov/2016:00:01:23 +0800,10,7766,video,3369
210.21.221.18,10/Nov/2016:00:01:23 +0800,10,54,video,11736
117.100.231.8,10/Nov/2016:00:01:23 +0800,10,190,video,4017
108.61.180.213,10/Nov/2016:00:01:23 +0800,10,54,video,6841
114.141.190.122,10/Nov/2016:00:01:23 +0800,10,67,video,13160
36.57.145.114,10/Nov/2016:00:01:23 +0800,10,54,video,13271
120.86.130.234,10/Nov/2016:00:01:23 +0800,10,54,video,8175
210.41.96.62,10/Nov/2016:00:01:23 +0800,10,54,video,3604
218.18.157.66,10/Nov/2016:00:01:23 +0800,10,395,video,3659
27.154.86.14,10/Nov/2016:00:01:23 +0800,10,54,video,7863
117.100.231.8,10/Nov/2016:00:01:23 +0800,10,3168,video,4017
113.65.160.153,10/Nov/2016:00:01:23 +0800,10,54,video,3370
123.150.205.98,10/Nov/2016:00:01:23 +0800,10,68,video,1758
122.71.75.164,10/Nov/2016:00:01:23 +0800,10,72,video,3369
106.120.124.49,10/Nov/2016:00:01:23 +0800,10,54,video,3471
36.110.17.19,10/Nov/2016:00:01:24 +0800,10,54,video,13160
61.51.82.242,10/Nov/2016:00:01:24 +0800,10,67,video,6606
120.198.231.151,10/Nov/2016:00:01:24 +0800,10,54,video,13315
125.90.50.156,10/Nov/2016:00:01:24 +0800,10,54,video,2147
222.72.45.34,10/Nov/2016:00:01:24 +0800,10,54,video,11425
180.102.214.19,10/Nov/2016:00:01:24 +0800,10,54,video,7743
171.13.241.97,10/Nov/2016:00:01:24 +0800,10,54074,video,5534
171.13.241.97,10/Nov/2016:00:01:24 +0800,10,3212,video,5534
58.63.21.177,10/Nov/2016:00:01:24 +0800,10,67,video,9332
118.249.208.191,10/Nov/2016:00:01:24 +0800,10,54,video,12831
171.13.241.97,10/Nov/2016:00:01:24 +0800,10,2950,video,5534
112.64.10.8,10/Nov/2016:00:01:24 +0800,10,54,video,3521
119.130.104.156,10/Nov/2016:00:01:24 +0800,10,54,video,5677
110.185.16.31,10/Nov/2016:00:01:24 +0800,10,54,video,8652
171.13.241.97,10/Nov/2016:00:01:24 +0800,10,205544,video,5534
182.201.172.107,10/Nov/2016:00:01:24 +0800,10,54,video,13249
180.161.236.98,10/Nov/2016:00:01:24 +0800,10,54,video,156
183.48.71.10,10/Nov/2016:00:01:24 +0800,10,54,video,10400
58.250.247.130,10/Nov/2016:00:01:24 +0800,10,67,video,2872
59.40.133.15,10/Nov/2016:00:01:24 +0800,10,54,video,12501
110.90.61.111,10/Nov/2016:00:01:24 +0800,10,54,video,179
119.145.15.156,10/Nov/2016:00:01:25 +0800,10,54,video,11050
183.54.198.81,10/Nov/2016:00:01:25 +0800,10,54,video,1625
116.22.115.108,10/Nov/2016:00:01:25 +0800,10,54,video,3301
27.46.6.191,10/Nov/2016:00:01:25 +0800,10,54,video,1681
125.92.121.122,10/Nov/2016:00:01:25 +0800,10,54,video,13339
222.92.141.18,10/Nov/2016:00:01:25 +0800,10,54,video,11689
118.112.58.228,10/Nov/2016:00:01:25 +0800,10,54,video,8491
218.109.108.228,10/Nov/2016:00:01:25 +0800,10,54,video,9669
182.18.117.210,10/Nov/2016:00:01:25 +0800,10,54,video,8515
111.161.148.23,10/Nov/2016:00:01:25 +0800,10,54,video,9566
183.240.20.42,10/Nov/2016:00:01:26 +0800,10,54,video,525
58.44.240.162,10/Nov/2016:00:01:26 +0800,10,54,video,12815
60.186.5.64,10/Nov/2016:00:01:26 +0800,10,54,video,11551
222.129.145.85,10/Nov/2016:00:01:26 +0800,10,54,video,10324
183.207.178.205,10/Nov/2016:00:01:26 +0800,10,54,video,7409
101.224.111.144,10/Nov/2016:00:01:26 +0800,10,54,video,3085
111.198.233.158,10/Nov/2016:00:01:26 +0800,10,54,video,2633
119.131.106.128,10/Nov/2016:00:01:26 +0800,10,67,video,8485
123.53.190.91,10/Nov/2016:00:01:26 +0800,10,54,video,11316
123.157.208.18,10/Nov/2016:00:01:26 +0800,10,67,video,12622
175.152.2.169,10/Nov/2016:00:01:26 +0800,10,141,video,2644
45.32.34.196,10/Nov/2016:00:01:26 +0800,10,67,video,6687
171.120.24.254,10/Nov/2016:00:01:26 +0800,10,54,video,2520
171.8.148.158,10/Nov/2016:00:01:26 +0800,10,54,video,8299
202.107.210.51,10/Nov/2016:00:01:26 +0800,10,68,video,1904
58.250.198.7,10/Nov/2016:00:01:26 +0800,10,54,video,6701
118.207.116.20,10/Nov/2016:00:01:26 +0800,10,54,video,3002
222.79.80.123,10/Nov/2016:00:01:27 +0800,10,54,video,4415
182.242.227.199,10/Nov/2016:00:01:27 +0800,10,67,video,1628
42.48.158.135,10/Nov/2016:00:01:27 +0800,10,54,video,703
125.120.150.55,10/Nov/2016:00:01:27 +0800,10,67,video,8286
59.46.175.212,10/Nov/2016:00:01:27 +0800,10,54,video,12680
222.137.65.229,10/Nov/2016:00:01:27 +0800,10,54,video,7544
210.12.145.219,10/Nov/2016:00:01:27 +0800,10,54,video,1689
222.128.172.20,10/Nov/2016:00:01:27 +0800,10,54,video,10061
117.89.227.188,10/Nov/2016:00:01:27 +0800,10,6665,video,1336
210.30.58.22,10/Nov/2016:00:01:27 +0800,10,54,video,8152
119.130.185.151,10/Nov/2016:00:01:27 +0800,10,54,video,5647
124.65.98.198,10/Nov/2016:00:01:27 +0800,10,54,video,5987
61.142.10.231,10/Nov/2016:00:01:27 +0800,10,54,video,12482
14.153.236.58,10/Nov/2016:00:01:27 +0800,10,320,video,6689
14.153.236.58,10/Nov/2016:00:01:27 +0800,10,4166,video,6689
223.93.140.242,10/Nov/2016:00:01:28 +0800,10,67,video,9813
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,66,video,6689
27.38.44.210,10/Nov/2016:00:01:28 +0800,10,54,video,816
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,10732,video,6689
222.80.96.74,10/Nov/2016:00:01:28 +0800,10,54,video,1326
220.181.38.110,10/Nov/2016:00:01:28 +0800,10,54,video,12886
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,2612,video,6689
61.183.118.245,10/Nov/2016:00:01:28 +0800,10,54,video,2752
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,914,video,6689
125.90.50.87,10/Nov/2016:00:01:28 +0800,10,54,video,9579
117.41.234.99,10/Nov/2016:00:01:28 +0800,10,67,video,1091
120.198.231.151,10/Nov/2016:00:01:28 +0800,10,342,video,5644
120.198.231.151,10/Nov/2016:00:01:28 +0800,10,66,video,5644
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,72,video,6689
120.198.231.151,10/Nov/2016:00:01:28 +0800,10,2959,video,5644
120.198.231.150,10/Nov/2016:00:01:28 +0800,10,54,video,10692
42.236.157.243,10/Nov/2016:00:01:28 +0800,10,67,video,10694
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,74,video,6689
140.205.253.145,10/Nov/2016:00:01:28 +0800,10,524288,video,5609
14.153.236.58,10/Nov/2016:00:01:28 +0800,10,179,video,6689
219.243.215.194,10/Nov/2016:00:01:28 +0800,10,54,video,774
120.198.231.151,10/Nov/2016:00:01:28 +0800,10,1052,video,5644
120.196.62.207,10/Nov/2016:00:01:28 +0800,10,54,video,6510
14.153.236.58,10/Nov/2016:00:01:29 +0800,10,320,video,6689
175.152.2.169,10/Nov/2016:00:01:29 +0800,10,67,video,2644
115.192.161.60,10/Nov/2016:00:01:29 +0800,10,54,video,12897
112.64.60.228,10/Nov/2016:00:01:29 +0800,10,54,video,5433
113.107.163.197,10/Nov/2016:00:01:29 +0800,10,54,video,2808
122.71.75.164,10/Nov/2016:00:01:29 +0800,10,7766,video,3369
58.241.76.18,10/Nov/2016:00:01:29 +0800,10,2635,video,1802
175.152.2.169,10/Nov/2016:00:01:29 +0800,10,5,video,2644
120.198.231.151,10/Nov/2016:00:01:29 +0800,10,342,video,5644
110.88.48.16,10/Nov/2016:00:01:29 +0800,10,54,video,1762
123.157.217.162,10/Nov/2016:00:01:29 +0800,10,67,video,4417
117.41.234.99,10/Nov/2016:00:01:29 +0800,10,67,video,1202
60.191.78.148,10/Nov/2016:00:01:29 +0800,10,67,video,5478
120.198.231.151,10/Nov/2016:00:01:29 +0800,10,4849,video,5644
42.248.114.145,10/Nov/2016:00:01:29 +0800,10,54,video,4242
175.152.2.169,10/Nov/2016:00:01:29 +0800,10,8182,video,2644
80.78.215.116,10/Nov/2016:00:01:29 +0800,10,67,video,9905
125.120.150.55,10/Nov/2016:00:01:29 +0800,10,67,video,8286
111.37.29.165,10/Nov/2016:00:01:29 +0800,10,67,video,8413
14.153.236.58,10/Nov/2016:00:01:29 +0800,10,6777,video,6689
101.200.101.21,10/Nov/2016:00:01:29 +0800,10,524288,video,10506
58.241.76.18,10/Nov/2016:00:01:29 +0800,10,95,video,1802
218.245.66.245,10/Nov/2016:00:01:29 +0800,10,54,video,10674
120.196.62.207,10/Nov/2016:00:01:29 +0800,10,67,video,4525
113.120.49.46,10/Nov/2016:00:01:30 +0800,10,54,video,6206
182.242.227.199,10/Nov/2016:00:01:30 +0800,10,54,video,1626
120.198.231.151,10/Nov/2016:00:01:30 +0800,10,1921,video,5644
101.200.101.21,10/Nov/2016:00:01:30 +0800,10,524288,video,10506
114.251.179.129,10/Nov/2016:00:01:30 +0800,10,54,video,10450
113.132.11.88,10/Nov/2016:00:01:30 +0800,10,54,video,5664
115.171.143.119,10/Nov/2016:00:01:30 +0800,10,54,video,4713
115.199.179.156,10/Nov/2016:00:01:30 +0800,10,54,video,7099
120.52.92.3,10/Nov/2016:00:01:30 +0800,10,141,video,11288
220.181.38.112,10/Nov/2016:00:01:30 +0800,10,54,video,2475
183.5.244.42,10/Nov/2016:00:01:30 +0800,10,54,video,2474
59.172.176.229,10/Nov/2016:00:01:30 +0800,10,54,video,1328
218.205.169.193,10/Nov/2016:00:01:30 +0800,10,54,video,7950
59.172.142.93,10/Nov/2016:00:01:30 +0800,10,54,video,7704
219.143.13.59,10/Nov/2016:00:01:30 +0800,10,67,video,9547
14.153.236.58,10/Nov/2016:00:01:30 +0800,10,72,video,6689
39.176.195.5,10/Nov/2016:00:01:31 +0800,10,54,video,2687
122.224.33.106,10/Nov/2016:00:01:31 +0800,10,54,video,1455
61.141.142.19,10/Nov/2016:00:01:31 +0800,10,54,video,2882
116.233.89.239,10/Nov/2016:00:01:31 +0800,10,54,video,4708
1.85.61.18,10/Nov/2016:00:01:31 +0800,10,54,video,6578
58.209.20.172,10/Nov/2016:00:01:31 +0800,10,54,video,2174
112.80.186.13,10/Nov/2016:00:01:31 +0800,10,54,video,3345
120.210.189.251,10/Nov/2016:00:01:31 +0800,10,54,video,11224
119.131.143.179,10/Nov/2016:00:01:31 +0800,10,9035,video,2402
219.150.53.96,10/Nov/2016:00:01:31 +0800,10,54,video,1709
114.248.224.214,10/Nov/2016:00:01:31 +0800,10,67,video,1308
117.166.15.72,10/Nov/2016:00:01:31 +0800,10,54,video,4323
114.248.224.214,10/Nov/2016:00:01:31 +0800,10,6690,video,1308
110.80.26.230,10/Nov/2016:00:01:31 +0800,10,54,video,12481
58.62.103.176,10/Nov/2016:00:01:32 +0800,10,67,video,6429
222.212.194.52,10/Nov/2016:00:01:32 +0800,10,54,video,5615
182.18.111.38,10/Nov/2016:00:01:32 +0800,10,54,video,4451
114.249.93.42,10/Nov/2016:00:01:32 +0800,10,54,video,11950
113.246.94.4,10/Nov/2016:00:01:32 +0800,10,54,video,773
119.145.72.168,10/Nov/2016:00:01:32 +0800,10,54,video,6209
114.248.224.214,10/Nov/2016:00:01:32 +0800,10,2958,video,1309
113.87.230.207,10/Nov/2016:00:01:32 +0800,10,67,video,9802
117.100.231.8,10/Nov/2016:00:01:32 +0800,10,141,video,4017
118.207.116.20,10/Nov/2016:00:01:32 +0800,10,72,video,3002
222.168.40.123,10/Nov/2016:00:01:32 +0800,10,67,video,12883
49.74.38.249,10/Nov/2016:00:01:32 +0800,10,67,video,634
211.80.86.94,10/Nov/2016:00:01:32 +0800,10,67,video,5288
220.240.226.90,10/Nov/2016:00:01:32 +0800,10,54,video,2634
114.248.224.214,10/Nov/2016:00:01:32 +0800,10,339,video,1309
123.234.233.109,10/Nov/2016:00:01:32 +0800,10,67,video,11225
221.221.202.248,10/Nov/2016:00:01:32 +0800,10,54,video,3345
113.109.214.12,10/Nov/2016:00:01:32 +0800,10,54,video,10802
27.38.0.184,10/Nov/2016:00:01:32 +0800,10,54,video,7198
114.248.224.214,10/Nov/2016:00:01:32 +0800,10,1246,video,1309
124.127.79.228,10/Nov/2016:00:01:32 +0800,10,54,video,9819
101.40.175.228,10/Nov/2016:00:01:32 +0800,10,54,video,12905
116.243.183.21,10/Nov/2016:00:01:32 +0800,10,54,video,9970
220.198.208.176,10/Nov/2016:00:01:32 +0800,10,54,video,2789
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,1955,video,1309
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,519,video,1309
111.172.46.191,10/Nov/2016:00:01:33 +0800,10,54,video,1708
222.173.219.54,10/Nov/2016:00:01:33 +0800,10,54,video,5941
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,339,video,1309
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,306,video,1309
139.196.128.78,10/Nov/2016:00:01:33 +0800,10,524288,video,9478
39.179.202.119,10/Nov/2016:00:01:33 +0800,10,54,video,2159
58.250.198.10,10/Nov/2016:00:01:33 +0800,10,54,video,6712
221.221.223.134,10/Nov/2016:00:01:33 +0800,10,54,video,371
42.243.70.197,10/Nov/2016:00:01:33 +0800,10,54,video,4188
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,323,video,1309
58.33.184.252,10/Nov/2016:00:01:33 +0800,10,67,video,4247
113.132.11.206,10/Nov/2016:00:01:33 +0800,10,54,video,11823
218.65.215.17,10/Nov/2016:00:01:33 +0800,10,54,video,11041
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,2700,video,1309
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,3421,video,1309
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,66,video,1309
140.207.223.190,10/Nov/2016:00:01:33 +0800,10,54,video,3665
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,3421,video,1309
183.4.176.116,10/Nov/2016:00:01:33 +0800,10,54,video,2427
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,72,video,1309
122.224.33.97,10/Nov/2016:00:01:33 +0800,10,54,video,3016
123.149.32.122,10/Nov/2016:00:01:33 +0800,10,54,video,3645
211.83.242.122,10/Nov/2016:00:01:33 +0800,10,54,video,4451
106.5.219.134,10/Nov/2016:00:01:33 +0800,10,54,video,7479
182.100.26.109,10/Nov/2016:00:01:33 +0800,10,54,video,11709
114.248.224.214,10/Nov/2016:00:01:33 +0800,10,6690,video,1309
101.40.175.228,10/Nov/2016:00:01:34 +0800,10,67,video,11716
61.51.82.242,10/Nov/2016:00:01:34 +0800,10,54,video,3262
121.69.23.250,10/Nov/2016:00:01:34 +0800,10,54,video,12495
218.88.29.153,10/Nov/2016:00:01:34 +0800,10,54,video,1446
117.41.234.99,10/Nov/2016:00:01:34 +0800,10,54,video,1092
113.57.24.53,10/Nov/2016:00:01:34 +0800,10,54,video,2523
60.191.99.129,10/Nov/2016:00:01:34 +0800,10,54,video,3520
115.156.142.179,10/Nov/2016:00:01:34 +0800,10,54,video,12280
223.21.111.79,10/Nov/2016:00:01:34 +0800,10,54,video,11714
111.132.18.241,10/Nov/2016:00:01:34 +0800,10,54,video,3473
71.17.103.212,10/Nov/2016:00:01:34 +0800,10,67,video,7075
14.23.188.111,10/Nov/2016:00:01:34 +0800,10,54,video,2418
125.88.24.91,10/Nov/2016:00:01:34 +0800,10,54,video,1501
115.193.172.253,10/Nov/2016:00:01:34 +0800,10,72,video,3078
112.12.192.150,10/Nov/2016:00:01:34 +0800,10,54,video,1861
113.91.162.210,10/Nov/2016:00:01:34 +0800,10,67,video,1809
14.23.136.224,10/Nov/2016:00:01:34 +0800,10,54,video,2316
125.122.26.81,10/Nov/2016:00:01:35 +0800,10,54,video,3225
183.240.20.251,10/Nov/2016:00:01:35 +0800,10,54,video,3225
117.136.39.218,10/Nov/2016:00:01:35 +0800,10,54,video,1414
121.35.2.128,10/Nov/2016:00:01:35 +0800,10,54,video,12580
222.76.251.186,10/Nov/2016:00:01:35 +0800,10,54,video,11725
140.205.253.137,10/Nov/2016:00:01:35 +0800,10,524288,video,13181
14.28.139.202,10/Nov/2016:00:01:35 +0800,10,54,video,7727
171.37.141.121,10/Nov/2016:00:01:35 +0800,10,54,video,12163
180.173.242.43,10/Nov/2016:00:01:35 +0800,10,54,video,6046
223.20.63.251,10/Nov/2016:00:01:35 +0800,10,54,video,3246
27.42.25.21,10/Nov/2016:00:01:35 +0800,10,67,video,9888
113.87.161.137,10/Nov/2016:00:01:35 +0800,10,141,video,8006
183.66.87.224,10/Nov/2016:00:01:35 +0800,10,54,video,12133
220.168.79.189,10/Nov/2016:00:01:35 +0800,10,54,video,13038
175.10.206.212,10/Nov/2016:00:01:35 +0800,10,54,video,3956
118.207.116.20,10/Nov/2016:00:01:35 +0800,10,72,video,3002
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,828,article,3669
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,549,article,3669
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,16756,article,3669
111.196.209.12,10/Nov/2016:00:01:35 +0800,10,54,video,11443
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,498,article,3669
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,12541,article,3669
171.8.199.118,10/Nov/2016:00:01:35 +0800,10,68,video,3738
112.10.27.228,10/Nov/2016:00:01:35 +0800,10,9800,article,3669
120.52.94.106,10/Nov/2016:00:01:36 +0800,10,54,video,678
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,628,article,3669
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,591,article,3669
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,2951,article,3669
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,270967,article,3669
117.100.231.8,10/Nov/2016:00:01:36 +0800,10,67,video,4017
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,330,video,11239
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,3892,video,11239
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,66,video,11239
101.200.101.21,10/Nov/2016:00:01:36 +0800,10,524288,video,10506
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,2959,video,11239
112.64.60.41,10/Nov/2016:00:01:36 +0800,10,54,video,4366
117.100.231.8,10/Nov/2016:00:01:36 +0800,10,7269,video,4017
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,4468,article,3669
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,2023,article,3669
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,72,video,11239
114.242.167.68,10/Nov/2016:00:01:36 +0800,10,6511,video,4451
221.237.87.40,10/Nov/2016:00:01:36 +0800,10,54,video,8809
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,18906,article,3669
1.85.61.37,10/Nov/2016:00:01:36 +0800,10,54,video,7212
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,5102,article,3669
182.139.108.80,10/Nov/2016:00:01:36 +0800,10,54,video,1459
101.200.101.31,10/Nov/2016:00:01:36 +0800,10,524288,video,8175
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,113,video,11239
114.248.224.214,10/Nov/2016:00:01:36 +0800,10,72,video,1309
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,2614,video,11239
112.10.27.228,10/Nov/2016:00:01:36 +0800,10,890,article,3669
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,330,video,11239
182.138.128.41,10/Nov/2016:00:01:36 +0800,10,643,video,11239
113.119.10.98,10/Nov/2016:00:01:36 +0800,10,67,video,6224
58.249.67.242,10/Nov/2016:00:01:37 +0800,10,54,video,11014
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,303,video,11239
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,318,video,11239
120.41.120.245,10/Nov/2016:00:01:37 +0800,10,54,video,5984
58.217.165.114,10/Nov/2016:00:01:37 +0800,10,54,video,10692
117.100.231.8,10/Nov/2016:00:01:37 +0800,10,2957,video,4018
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,1541,video,11239
121.69.23.250,10/Nov/2016:00:01:37 +0800,10,67,video,12495
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,74,video,11239
123.151.12.154,10/Nov/2016:00:01:37 +0800,10,3493,video,5865
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,72,video,11239
39.159.109.210,10/Nov/2016:00:01:37 +0800,10,54,video,6203
222.73.202.154,10/Nov/2016:00:01:37 +0800,10,68,video,12678
61.152.132.230,10/Nov/2016:00:01:37 +0800,10,54,video,6495
182.138.128.41,10/Nov/2016:00:01:37 +0800,10,6207,video,11239
116.235.102.120,10/Nov/2016:00:01:37 +0800,10,54,video,8999
58.246.74.211,10/Nov/2016:00:01:37 +0800,10,67,video,11731
222.65.226.176,10/Nov/2016:00:01:37 +0800,10,54,video,10511
123.151.12.154,10/Nov/2016:00:01:37 +0800,10,2957,video,5866
218.106.145.12,10/Nov/2016:00:01:37 +0800,10,54,video,9447
110.65.101.188,10/Nov/2016:00:01:37 +0800,10,67,video,6721
117.100.231.8,10/Nov/2016:00:01:37 +0800,10,357,video,4018
116.237.53.200,10/Nov/2016:00:01:37 +0800,10,54,video,4161
